cell_line_id,cell_line_name,drug_row,drug_col,synergy_loewe,drug_row_smiles,drug_col_smiles
ACH-000008,A101D,IMD-0354,JZL184,-3.29126458231886,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1
ACH-000008,A101D,1032350-13-2,GW2580,-5.11703380887131,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
ACH-000008,A101D,IMD-0354,Navitoclax,11.0182621699394,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
ACH-000008,A101D,Bortezomib,Dasatinib,1.08365118511017,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
ACH-000008,A101D,PF-04217903,SNS-314,2.60583133844567,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
ACH-000008,A101D,IMD-0354,ENMD-2076,4.67784812907268,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
ACH-000008,A101D,Ruxolitinib,915019-65-7,8.63841028873274,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ACH-000008,A101D,Nutlin-3,SNS-314,5.42194376456857,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
ACH-000008,A101D,Ruxolitinib,ZM 336372,-21.7687575435819,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1
ACH-000008,A101D,Vismodegib,284028-89-3,-10.6356109959247,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2
ACH-000008,A101D,XL147,AS-252424,1.98524547013213,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3O)o2)S1
ACH-000008,A101D,Ruxolitinib,934593-90-5,-2.39424632265109,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)c1
ACH-000008,A101D,Ruxolitinib,lfm-a13,-14.6951176298914,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br
ACH-000008,A101D,SNS-032,761439-42-3,-1.62850336838722,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,Ruxolitinib,Tideglusib,-31.4974441727784,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1
ACH-000008,A101D,Ruxolitinib,racemic-Tasocitinib,-22.2021163770141,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12
ACH-000008,A101D,Lestaurtinib,Vismodegib,0.880922639804377,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
ACH-000008,A101D,Vismodegib,Darinaparsin,-32.8811297622852,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
ACH-000008,A101D,Dasatinib,Ku-0063794,3.78308226516067,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CO
ACH-000008,A101D,Daporinad,Darinaparsin,15.2908928077722,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
ACH-000008,A101D,Vismodegib,Crizotinib,1.20465044819555,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
ACH-000008,A101D,Erlotinib,761439-42-3,10.4932830604675,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,racemic-Tasocitinib,SNS-314,8.66782436168924,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
ACH-000008,A101D,IMD-0354,219580-11-7,-4.55200430157696,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
ACH-000008,A101D,Darinaparsin,Cediranib,-17.0307571689516,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
ACH-000008,A101D,915019-65-7,761439-42-3,14.3602605369681,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,IMD-0354,Pioglitazone,-15.569134390544,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
ACH-000008,A101D,SNS-314,lfm-a13,-3.8859070445655,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br
ACH-000008,A101D,1032350-13-2,XL147,-5.00887534620781,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1
ACH-000008,A101D,Bexarotene,761439-42-3,8.46557920016585,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,Darinaparsin,BI 2536,-19.959896533092,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
ACH-000008,A101D,XL147,su6656,5.17676189210649,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2
ACH-000008,A101D,IMD-0354,Tanespimycin,-15.5377799343256,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
ACH-000008,A101D,IMD-0354,Nutlin-3,-7.46480623104151,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1
ACH-000008,A101D,Dovitinib,761439-42-3,15.1203408673192,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,Tanespimycin,761439-42-3,-12.1245205617511,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,14913-33-8,SNS-314,-6.11953625299355,N,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
ACH-000008,A101D,Vismodegib,Lapatinib,-11.9542162592492,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
ACH-000008,A101D,XL147,Cediranib,9.0407392083835,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
ACH-000008,A101D,Vismodegib,915019-65-7,3.20281809174386,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ACH-000008,A101D,Dasatinib,219580-11-7,-10.7544713456877,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
ACH-000008,A101D,XL147,303727-31-3,3.51953760483513,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl
ACH-000008,A101D,Nutlin-3,Vismodegib,-9.02082167493137,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
ACH-000008,A101D,Selumetinib,Darinaparsin,-5.03681206158692,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
ACH-000008,A101D,Dasatinib,racemic-Tasocitinib,-10.3369070838803,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12
ACH-000008,A101D,SNS-314,934593-90-5,-0.123639074498016,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)c1
ACH-000008,A101D,QS11,761439-42-3,-2.42064750820625,OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,284028-89-3,761439-42-3,-2.66503352096718,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,SNS-314,844499-71-4,-4.2420366398542,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O
ACH-000008,A101D,MK-1775,761439-42-3,5.86685404396644,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,Vismodegib,Midostaurin,-6.91827341123284,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
ACH-000008,A101D,XL147,TCS JNK 5a,3.53089556907676,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2
ACH-000008,A101D,1032350-13-2,OSU-03012,-1.72310890655644,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1
ACH-000008,A101D,Dasatinib,BI-D1870,-4.6710975552302,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C
ACH-000008,A101D,Pioglitazone,761439-42-3,-5.22871001808846,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ACH-000008,A101D,XL147,CHEMBL1254007,-0.246273290878272,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21
ACH-000008,A101D,IMD-0354,Midostaurin,17.3715747490506,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
ACH-000008,A101D,1032350-13-2,Erlotinib,-2.1987376941128,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
ACH-000008,A101D,IMD-0354,Selumetinib,-5.03980690419412,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
ACH-000008,A101D,Fingolimod,1032350-13-2,-27.9989439233488,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
ACH-000008,A101D,T0901317,KU-55933,-6.86124643287033,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1
ACH-000008,A101D,SNS-314,Elesclomol,18.2919200842774,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1
ACH-000008,A101D,Selumetinib,XL147,-13.8484352591536,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1
ACH-000008,A101D,IMD-0354,Cardamonin,-9.54643655743745,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1
ACH-000008,A101D,Pazopanib,Darinaparsin,0.420499718449353,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
ACH-000008,A101D,1032350-13-2,GW0742,-15.842695065499,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O
ACH-000008,A101D,Ruxolitinib,Darinaparsin,-20.1342307133141,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
ACH-000008,A101D,Vismodegib,dorsomorphin,-23.5147571727207,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
ACH-000008,A101D,Vismodegib,Erlotinib,7.63223842119578,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
ACH-000008,A101D,Darinaparsin,438190-29-5,-10.9052046020513,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,O=C1NC(=O)/C(=C/c2cccc(C(F)(F)F)c2)S1
ACH-000008,A101D,Dovitinib,XL147,9.51878688620636,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1
ACH-000008,A101D,Silmitasertib,XL147,-26.3802418502404,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1
ACH-000008,A101D,Darinaparsin,GSK0660,-27.5693828110108,C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC
